id,Date,Consumption,Wind,Solar,Wind+Solar
816,3/27/2008,1495.959,,,
817,3/28/2008,1460.372,,,
818,3/29/2008,1281.289,,,
819,3/30/2008,1167.593,,,
820,3/31/2008,1435.773,,,
821,4/1/2008,1468.038,,,
822,4/2/2008,1488.001,,,
823,4/3/2008,1491.993,,,
824,4/4/2008,1465.897,,,
825,4/5/2008,1271.197,,,
826,4/6/2008,1156.181,,,
827,4/7/2008,1471.491,,,
828,4/8/2008,1472.065,,,
829,4/9/2008,1476.398,,,
830,4/10/2008,1478.682,,,
831,4/11/2008,1454.682,,,
832,4/12/2008,1229.588,,,
833,4/13/2008,1119.972,,,
834,4/14/2008,1456.913,,,
835,4/15/2008,1482.648,,,
836,4/16/2008,1467.958,,,
837,4/17/2008,1458.33,,,
838,4/18/2008,1435.367,,,
839,4/19/2008,1259.607,,,
840,4/20/2008,1110.038,,,
841,4/21/2008,1457.043,,,
842,4/22/2008,1484.834,,,
843,4/23/2008,1420.243,,,
844,4/24/2008,1416.933,,,
845,4/25/2008,1401.472,,,
846,4/26/2008,1183.262,,,
847,4/27/2008,1065.066,,,
848,4/28/2008,1409.408,,,
849,4/29/2008,1419.492,,,
850,4/30/2008,1374.498,,,
851,5/1/2008,1026.167,,,
852,5/2/2008,1201.579,,,
853,5/3/2008,1109.653,,,
854,5/4/2008,1031.472,,,
855,5/5/2008,1357.382,,,
856,5/6/2008,1382.96,,,
857,5/7/2008,1379.221,,,
858,5/8/2008,1370.643,,,
859,5/9/2008,1344,,,
860,5/10/2008,1120.047,,,
861,5/11/2008,957.026,,,
862,5/12/2008,989.434,,,
863,5/13/2008,1332.15,,,
864,5/14/2008,1368.785,,,
865,5/15/2008,1380.475,,,
866,5/16/2008,1367.001,,,
867,5/17/2008,1184.424,,,
868,5/18/2008,1062.978,,,
869,5/19/2008,1363.607,,,
870,5/20/2008,1370.487,,,
871,5/21/2008,1370.915,,,
872,5/22/2008,1163.613,,,
873,5/23/2008,1258.231,,,
874,5/24/2008,1128.052,,,
875,5/25/2008,1050.947,,,
876,5/26/2008,1381.911,,,
877,5/27/2008,1398.667,,,
878,5/28/2008,1429.284,,,
879,5/29/2008,1409.855,,,
880,5/30/2008,1399.015,,,
881,5/31/2008,1190.04,,,
882,6/1/2008,1060.393,,,
883,6/2/2008,1379.592,,,
884,6/3/2008,1389.905,,,
885,6/4/2008,1397.524,,,
886,6/5/2008,1393.859,,,
887,6/6/2008,1357.035,,,
888,6/7/2008,1165.5,,,
889,6/8/2008,1045.6,,,
890,6/9/2008,1355.783,,,
891,6/10/2008,1380.759,,,
892,6/11/2008,1371.815,,,
893,6/12/2008,1368.108,,,
894,6/13/2008,1346.021,,,
895,6/14/2008,1133.244,,,
896,6/15/2008,1035.383,,,
897,6/16/2008,1343.318,,,
898,6/17/2008,1368.623,,,
899,6/18/2008,1373.078,,,
900,6/19/2008,1371.182,,,
901,6/20/2008,1340.465,,,
902,6/21/2008,1139.909,,,
903,6/22/2008,1060.216,,,
904,6/23/2008,1380.828,,,
905,6/24/2008,1368.77,,,
906,6/25/2008,1383.384,,,
907,6/26/2008,1373.551,,,
908,6/27/2008,1372.462,,,
909,6/28/2008,1163.012,,,
910,6/29/2008,1038.172,,,
911,6/30/2008,1346.422,,,
912,7/1/2008,1380.288,,,
913,7/2/2008,1397.098,,,
914,7/3/2008,1404.763,,,
915,7/4/2008,1355.638,,,
916,7/5/2008,1129.876,,,
917,7/6/2008,1041.709,,,
918,7/7/2008,1338.199,,,
919,7/8/2008,1370.67,,,
920,7/9/2008,1369.517,,,
921,7/10/2008,1369.54,,,
922,7/11/2008,1352.139,,,
923,7/12/2008,1146.634,,,
924,7/13/2008,1029.243,,,
925,7/14/2008,1324.471,,,
926,7/15/2008,1345.819,,,
927,7/16/2008,1359.372,,,
928,7/17/2008,1362.253,,,
929,7/18/2008,1333.615,,,
930,7/19/2008,1119.765,,,
931,7/20/2008,1031.074,,,
932,7/21/2008,1334.297,,,
933,7/22/2008,1334.409,,,
934,7/23/2008,1326.747,,,
935,7/24/2008,1324.874,,,
936,7/25/2008,1314.228,,,
937,7/26/2008,1142.574,,,
938,7/27/2008,1039.321,,,
939,7/28/2008,1330.953,,,
940,7/29/2008,1359.079,,,
941,7/30/2008,1350.439,,,
942,7/31/2008,1350.253,,,
943,8/1/2008,1328.425,,,
944,8/2/2008,1117.795,,,
945,8/3/2008,1046.408,,,
946,8/4/2008,1349.001,,,
947,8/5/2008,1344.579,,,
948,8/6/2008,1334.72,,,
949,8/7/2008,1359.001,,,
950,8/8/2008,1327.802,,,
951,8/9/2008,1132.256,,,
952,8/10/2008,1047.261,,,
953,8/11/2008,1340.211,,,
954,8/12/2008,1385.901,,,
955,8/13/2008,1375.108,,,
956,8/14/2008,1359.224,,,
957,8/15/2008,1307.532,,,
958,8/16/2008,1126.097,,,
959,8/17/2008,1031.6,,,
960,8/18/2008,1337.886,,,
961,8/19/2008,1373.632,,,
962,8/20/2008,1371.919,,,
963,8/21/2008,1360.072,,,
964,8/22/2008,1352.729,,,
965,8/23/2008,1152.011,,,
966,8/24/2008,1043.285,,,
967,8/25/2008,1346.973,,,
968,8/26/2008,1372.02,,,
969,8/27/2008,1378.079,,,
970,8/28/2008,1397.458,,,
971,8/29/2008,1376.338,,,
972,8/30/2008,1133.253,,,
973,8/31/2008,1040.452,,,
974,9/1/2008,1386.419,,,
975,9/2/2008,1399.869,,,
976,9/3/2008,1409.421,,,
977,9/4/2008,1405.844,,,
978,9/5/2008,1369.44,,,
979,9/6/2008,1177.626,,,
980,9/7/2008,1073.273,,,
981,9/8/2008,1368.883,,,
982,9/9/2008,1385.615,,,
983,9/10/2008,1416.681,,,
984,9/11/2008,1406.622,,,
985,9/12/2008,1409.787,,,
986,9/13/2008,1177.786,,,
987,9/14/2008,1055.011,,,
988,9/15/2008,1395.105,,,
989,9/16/2008,1426.671,,,
990,9/17/2008,1429.348,,,
991,9/18/2008,1425.22,,,
992,9/19/2008,1396.562,,,
993,9/20/2008,1182.659,,,
994,9/21/2008,1098.646,,,
995,9/22/2008,1432.421,,,
996,9/23/2008,1471.072,,,
997,9/24/2008,1451.046,,,
998,9/25/2008,1455.36,,,
999,9/26/2008,1404.2,,,
1000,9/27/2008,1182.677,,,
1001,9/28/2008,1092.82,,,
1002,9/29/2008,1415.974,,,
1003,9/30/2008,1486.405,,,
1004,10/1/2008,1519.184,,,
1005,10/2/2008,1475.456,,,
1006,10/3/2008,1145.489,,,
1007,10/4/2008,1166.78,,,
1008,10/5/2008,1170.868,,,
1009,10/6/2008,1425.122,,,
1010,10/7/2008,1441.127,,,
1011,10/8/2008,1438.879,,,
1012,10/9/2008,1440.893,,,
1013,10/10/2008,1414.967,,,
1014,10/11/2008,1217.037,,,
1015,10/12/2008,1105.859,,,
1016,10/13/2008,1426.102,,,
1017,10/14/2008,1453.235,,,
1018,10/15/2008,1472.339,,,
1019,10/16/2008,1503.075,,,
1020,10/17/2008,1467.77,,,
1021,10/18/2008,1228.575,,,
1022,10/19/2008,1146.579,,,
1023,10/20/2008,1446.064,,,
1024,10/21/2008,1494.947,,,
1025,10/22/2008,1491.166,,,
1026,10/23/2008,1479.125,,,
1027,10/24/2008,1457.668,,,
1028,10/25/2008,1232.862,,,
1029,10/26/2008,1188.091,,,
1030,10/27/2008,1471.108,,,
1031,10/28/2008,1502.589,,,
1032,10/29/2008,1501.806,,,
1033,10/30/2008,1501.929,,,
1034,10/31/2008,1408.747,,,
1035,11/1/2008,1181.148,,,
1036,11/2/2008,1126.57,,,
1037,11/3/2008,1438.222,,,
1038,11/4/2008,1460.009,,,
1039,11/5/2008,1470.287,,,
1040,11/6/2008,1473.127,,,
1041,11/7/2008,1448.528,,,
1042,11/8/2008,1244.168,,,
1043,11/9/2008,1183.714,,,
1044,11/10/2008,1519.742,,,
1045,11/11/2008,1521.103,,,
1046,11/12/2008,1503.844,,,
1047,11/13/2008,1489.027,,,
1048,11/14/2008,1485.666,,,
1049,11/15/2008,1286.46,,,
1050,11/16/2008,1202.267,,,
1051,11/17/2008,1466.185,,,
1052,11/18/2008,1533.402,,,
1053,11/19/2008,1557.775,,,
1054,11/20/2008,1587.9,,,
1055,11/21/2008,1495.77,,,
1056,11/22/2008,1306.652,,,
1057,11/23/2008,1211.173,,,
1058,11/24/2008,1499.246,,,
1059,11/25/2008,1532.641,,,
1060,11/26/2008,1553.878,,,
1061,11/27/2008,1545.397,,,
1062,11/28/2008,1484.277,,,
1063,11/29/2008,1268.967,,,
1064,11/30/2008,1178.042,,,
1065,12/1/2008,1491.789,,,
1066,12/2/2008,1538.111,,,
1067,12/3/2008,1541.102,,,
1068,12/4/2008,1535.108,,,
1069,12/5/2008,1474,,,
1070,12/6/2008,1254.08,,,
1071,12/7/2008,1167.657,,,
1072,12/8/2008,1486.874,,,
1073,12/9/2008,1517.789,,,
1074,12/10/2008,1513.498,,,
1075,12/11/2008,1512.489,,,
1076,12/12/2008,1469.565,,,
1077,12/13/2008,1292.95,,,
1078,12/14/2008,1182.781,,,
1079,12/15/2008,1447.775,,,
1080,12/16/2008,1469.645,,,
1081,12/17/2008,1466.277,,,
1082,12/18/2008,1424.95,,,
1083,12/19/2008,1361.965,,,
1084,12/20/2008,1258.028,,,
1085,12/21/2008,1129.423,,,
1086,12/22/2008,1299.522,,,
1087,12/23/2008,1226.172,,,
1088,12/24/2008,1086.798,,,
1089,12/25/2008,1002.092,,,
1090,12/26/2008,1006.087,,,
1091,12/27/2008,1097.525,,,
1092,12/28/2008,1047.014,,,
1093,12/29/2008,1198.295,,,
1094,12/30/2008,1199.765,,,
1095,12/31/2008,1117.617,,,
1096,1/1/2009,1018.975,,,
1097,1/2/2009,1161.911,,,
1098,1/3/2009,1178.078,,,
1099,1/4/2009,1130.021,,,
1100,1/5/2009,1333.041,,,
1101,1/6/2009,1340.896,,,
1102,1/7/2009,1472.995,,,
1103,1/8/2009,1454.562,,,
1104,1/9/2009,1453.077,,,
1105,1/10/2009,1280.255,,,
1106,1/11/2009,1228.367,,,
1107,1/12/2009,1537.377,,,
1108,1/13/2009,1538.894,,,
1109,1/14/2009,1515.169,,,
1110,1/15/2009,1480.042,,,
1111,1/16/2009,1458.938,,,
1112,1/17/2009,1264.181,,,
1113,1/18/2009,1210.11,,,
1114,1/19/2009,1485.709,,,
1115,1/20/2009,1476.079,,,
1116,1/21/2009,1461.161,,,
1117,1/22/2009,1482.797,,,
1118,1/23/2009,1486.699,,,
1119,1/24/2009,1243.165,,,
1120,1/25/2009,1121.128,,,
1121,1/26/2009,1415.942,,,
1122,1/27/2009,1464.606,,,
1123,1/28/2009,1453.836,,,
1124,1/29/2009,1439.424,,,
1125,1/30/2009,1403.57,,,
1126,1/31/2009,1238.919,,,
1127,2/1/2009,1235.619,,,
1128,2/2/2009,1532.456,,,
1129,2/3/2009,1510.231,,,
1130,2/4/2009,1503.451,,,
1131,2/5/2009,1496.134,,,
1132,2/6/2009,1438.485,,,
1133,2/7/2009,1249.533,,,
1134,2/8/2009,1170.835,,,
1135,2/9/2009,1465.422,,,
1136,2/10/2009,1521.007,,,
1137,2/11/2009,1532.091,,,
1138,2/12/2009,1487.231,,,
1139,2/13/2009,1451.942,,,
1140,2/14/2009,1257.399,,,
1141,2/15/2009,1188.094,,,
1142,2/16/2009,1467.767,,,
1143,2/17/2009,1494.171,,,
1144,2/18/2009,1493.244,,,
1145,2/19/2009,1468.157,,,
1146,2/20/2009,1431.137,,,
1147,2/21/2009,1222.47,,,
1148,2/22/2009,1164.115,,,
1149,2/23/2009,1361.949,,,
1150,2/24/2009,1369.316,,,
1151,2/25/2009,1403.307,,,
1152,2/26/2009,1469.486,,,
1153,2/27/2009,1405.005,,,
1154,2/28/2009,1190.291,,,
1155,3/1/2009,1098.937,,,
1156,3/2/2009,1413.017,,,
1157,3/3/2009,1427.385,,,
1158,3/4/2009,1423.119,,,
1159,3/5/2009,1432.391,,,
1160,3/6/2009,1401.981,,,
1161,3/7/2009,1190.84,,,
1162,3/8/2009,1114.724,,,
1163,3/9/2009,1410.659,,,
1164,3/10/2009,1442.865,,,
1165,3/11/2009,1411.512,,,
1166,3/12/2009,1421.815,,,
1167,3/13/2009,1337.766,,,
1168,3/14/2009,1118.664,,,
1169,3/15/2009,1067.434,,,
1170,3/16/2009,1330.62,,,
1171,3/17/2009,1403.564,,,
1172,3/18/2009,1367.561,,,
1173,3/19/2009,1355.794,,,
1174,3/20/2009,1302.11,,,
1175,3/21/2009,1125.085,,,
1176,3/22/2009,1130.425,,,
1177,3/23/2009,1437.337,,,
1178,3/24/2009,1420.783,,,
1179,3/25/2009,1409.995,,,
1180,3/26/2009,1387.61,,,
1181,3/27/2009,1326.001,,,
1182,3/28/2009,1150.563,,,
1183,3/29/2009,1049.947,,,
1184,3/30/2009,1332.565,,,
1185,3/31/2009,1342.825,,,
1186,4/1/2009,1324.322,,,
1187,4/2/2009,1300.695,,,
1188,4/3/2009,1234.903,,,
1189,4/4/2009,1057.054,,,
1190,4/5/2009,971.543,,,
1191,4/6/2009,1240.109,,,
1192,4/7/2009,1251.81,,,
1193,4/8/2009,1257.346,,,
1194,4/9/2009,1183.626,,,
1195,4/10/2009,922.425,,,
1196,4/11/2009,941.343,,,
1197,4/12/2009,842.395,,,
1198,4/13/2009,860.508,,,
1199,4/14/2009,1157.526,,,
1200,4/15/2009,1203.861,,,
1201,4/16/2009,1251.391,,,
1202,4/17/2009,1257.1,,,
1203,4/18/2009,1078.327,,,
1204,4/19/2009,944.848,,,
1205,4/20/2009,1232.893,,,
1206,4/21/2009,1260.746,,,
1207,4/22/2009,1276.489,,,
1208,4/23/2009,1280.617,,,
1209,4/24/2009,1230.096,,,
1210,4/25/2009,1054.01,,,
1211,4/26/2009,967.429,,,
1212,4/27/2009,1261.964,,,
1213,4/28/2009,1314.078,,,
1214,4/29/2009,1305.002,,,
1215,4/30/2009,1245.735,,,
1216,5/1/2009,910.081,,,
1217,5/2/2009,964.497,,,
1218,5/3/2009,934.002,,,
1219,5/4/2009,1257.193,,,
1220,5/5/2009,1324.692,,,
1221,5/6/2009,1368.857,,,
1222,5/7/2009,1279.065,,,
1223,5/8/2009,1265.691,,,
1224,5/9/2009,1047.747,,,
1225,5/10/2009,945.299,,,
1226,5/11/2009,1277.324,,,
1227,5/12/2009,1305.039,,,
1228,5/13/2009,1297.032,,,
1229,5/14/2009,1308.301,,,
1230,5/15/2009,1279.138,,,
1231,5/16/2009,1052.319,,,
1232,5/17/2009,952.148,,,
1233,5/18/2009,1237.623,,,
1234,5/19/2009,1241.564,,,
1235,5/20/2009,1216.551,,,
1236,5/21/2009,939.397,,,
1237,5/22/2009,1069.708,,,
1238,5/23/2009,986.871,,,
1239,5/24/2009,932.701,,,
1240,5/25/2009,1244.375,,,
1241,5/26/2009,1303.405,,,
1242,5/27/2009,1276.649,,,
1243,5/28/2009,1301.166,,,
1244,5/29/2009,1216.147,,,
1245,5/30/2009,989.289,,,
1246,5/31/2009,853.302,,,
1247,6/1/2009,862.577,,,
1248,6/2/2009,1201.522,,,
1249,6/3/2009,1259.555,,,
1250,6/4/2009,1267.093,,,
1251,6/5/2009,1230.255,,,
1252,6/6/2009,1068.386,,,
1253,6/7/2009,958.92,,,
1254,6/8/2009,1246.529,,,
1255,6/9/2009,1277.12,,,
1256,6/10/2009,1255.982,,,
1257,6/11/2009,1095.474,,,
1258,6/12/2009,1172.562,,,
1259,6/13/2009,1034.662,,,
1260,6/14/2009,931.702,,,
1261,6/15/2009,1263.042,,,
1262,6/16/2009,1264.813,,,
1263,6/17/2009,1247.367,,,
1264,6/18/2009,1279.025,,,
1265,6/19/2009,1257.991,,,
1266,6/20/2009,1032.422,,,
1267,6/21/2009,935.766,,,
1268,6/22/2009,1238.057,,,
1269,6/23/2009,1292.95,,,
1270,6/24/2009,1292.12,,,
1271,6/25/2009,1268.12,,,
1272,6/26/2009,1232.066,,,
1273,6/27/2009,1049.105,,,
1274,6/28/2009,944.52,,,
1275,6/29/2009,1246.344,,,
1276,6/30/2009,1287.658,,,
1277,7/1/2009,1293.127,,,
1278,7/2/2009,1289.24,,,
1279,7/3/2009,1265.667,,,
1280,7/4/2009,1038.845,,,
1281,7/5/2009,932.981,,,
1282,7/6/2009,1242.804,,,
1283,7/7/2009,1256.866,,,
1284,7/8/2009,1247.665,,,
1285,7/9/2009,1245.298,,,
1286,7/10/2009,1228.297,,,
1287,7/11/2009,1017.366,,,
1288,7/12/2009,939.9,,,
1289,7/13/2009,1214.356,,,
1290,7/14/2009,1258.647,,,
1291,7/15/2009,1262.809,,,
1292,7/16/2009,1239.984,,,
1293,7/17/2009,1228.551,,,
1294,7/18/2009,1032.839,,,
1295,7/19/2009,915.973,,,
1296,7/20/2009,1205.019,,,
1297,7/21/2009,1212.442,,,
1298,7/22/2009,1246.27,,,
1299,7/23/2009,1258.875,,,
1300,7/24/2009,1187.772,,,
1301,7/25/2009,1005.921,,,
1302,7/26/2009,890.208,,,
1303,7/27/2009,1178.529,,,
1304,7/28/2009,1197.376,,,
1305,7/29/2009,1196.711,,,
1306,7/30/2009,1217.832,,,
1307,7/31/2009,1151.822,,,
1308,8/1/2009,992.89,,,
1309,8/2/2009,934.065,,,
1310,8/3/2009,1183.942,,,
1311,8/4/2009,1186.975,,,
1312,8/5/2009,1187.343,,,
1313,8/6/2009,1203.712,,,
1314,8/7/2009,1185.31,,,
1315,8/8/2009,1028.781,,,
1316,8/9/2009,948.65,,,
1317,8/10/2009,1239.315,,,
1318,8/11/2009,1247.121,,,
1319,8/12/2009,1243.789,,,
1320,8/13/2009,1245.733,,,
1321,8/14/2009,1189.828,,,
1322,8/15/2009,1011.462,,,
1323,8/16/2009,943.434,,,
1324,8/17/2009,1231.747,,,
1325,8/18/2009,1252.744,,,
1326,8/19/2009,1261.043,,,
1327,8/20/2009,1287.016,,,
1328,8/21/2009,1257.76,,,
1329,8/22/2009,1036.386,,,
1330,8/23/2009,927.957,,,
1331,8/24/2009,1251.057,,,
1332,8/25/2009,1290.746,,,
1333,8/26/2009,1284.681,,,
1334,8/27/2009,1281.057,,,
1335,8/28/2009,1262.891,,,
1336,8/29/2009,1052.374,,,
1337,8/30/2009,949.777,,,
1338,8/31/2009,1239.968,,,
1339,9/1/2009,1324.961,,,
1340,9/2/2009,1325.802,,,
1341,9/3/2009,1345.627,,,
1342,9/4/2009,1317.175,,,
1343,9/5/2009,1120.168,,,
1344,9/6/2009,986.187,,,
1345,9/7/2009,1271.387,,,
1346,9/8/2009,1312.59,,,
1347,9/9/2009,1314.291,,,
1348,9/10/2009,1324.941,,,
1349,9/11/2009,1290.365,,,
1350,9/12/2009,1081.752,,,
1351,9/13/2009,1006.416,,,
1352,9/14/2009,1337.39,,,
1353,9/15/2009,1351.629,,,
1354,9/16/2009,1342.738,,,
1355,9/17/2009,1348.055,,,
1356,9/18/2009,1305.441,,,
1357,9/19/2009,1093.832,,,
1358,9/20/2009,997.675,,,
1359,9/21/2009,1304.28,,,
1360,9/22/2009,1337.094,,,
1361,9/23/2009,1344.884,,,
1362,9/24/2009,1335.881,,,
1363,9/25/2009,1289.55,,,
1364,9/26/2009,1080.103,,,
1365,9/27/2009,986.645,,,
1366,9/28/2009,1325.561,,,
1367,9/29/2009,1361.148,,,
1368,9/30/2009,1354.011,,,
1369,10/1/2009,1382.881,,,
1370,10/2/2009,1324.85,,,
1371,10/3/2009,1121.906,,,
1372,10/4/2009,1107.416,,,
1373,10/5/2009,1344.111,,,
1374,10/6/2009,1375.294,,,
1375,10/7/2009,1383.193,,,
1376,10/8/2009,1372.3,,,
1377,10/9/2009,1335.298,,,
1378,10/10/2009,1161.828,,,
1379,10/11/2009,1069.558,,,
1380,10/12/2009,1373.407,,,
1381,10/13/2009,1388.214,,,
1382,10/14/2009,1424.481,,,
1383,10/15/2009,1428.341,,,
1384,10/16/2009,1413.028,,,
1385,10/17/2009,1192.004,,,
1386,10/18/2009,1083.23,,,
1387,10/19/2009,1375.593,,,
1388,10/20/2009,1405.648,,,
1389,10/21/2009,1423.389,,,
1390,10/22/2009,1436.193,,,
1391,10/23/2009,1388.937,,,
1392,10/24/2009,1183.317,,,
1393,10/25/2009,1090.388,,,
1394,10/26/2009,1392.297,,,
1395,10/27/2009,1405.611,,,
1396,10/28/2009,1401.949,,,
1397,10/29/2009,1400.883,,,
1398,10/30/2009,1352.657,,,
1399,10/31/2009,1161.853,,,
1400,11/1/2009,1103.823,,,
1401,11/2/2009,1413.479,,,
1402,11/3/2009,1430.793,,,
1403,11/4/2009,1451.736,,,
1404,11/5/2009,1433.613,,,
1405,11/6/2009,1401.922,,,
1406,11/7/2009,1221.05,,,
1407,11/8/2009,1108.823,,,
1408,11/9/2009,1447.979,,,
1409,11/10/2009,1456.987,,,
1410,11/11/2009,1452.366,,,
1411,11/12/2009,1459.223,,,
1412,11/13/2009,1406.469,,,
1413,11/14/2009,1220.361,,,
1414,11/15/2009,1110.283,,,
1415,11/16/2009,1428.714,,,
1416,11/17/2009,1445.468,,,
1417,11/18/2009,1495.972,,,
1418,11/19/2009,1465.311,,,
1419,11/20/2009,1433.207,,,
1420,11/21/2009,1201.544,,,
1421,11/22/2009,1140.583,,,
1422,11/23/2009,1498.724,,,
1423,11/24/2009,1513.686,,,
1424,11/25/2009,1476.421,,,
1425,11/26/2009,1490.984,,,
1426,11/27/2009,1459.123,,,
1427,11/28/2009,1257.624,,,
1428,11/29/2009,1152.014,,,
1429,11/30/2009,1446.871,,,
1430,12/1/2009,1493.887,,,
1431,12/2/2009,1488.901,,,
1432,12/3/2009,1491.403,,,
1433,12/4/2009,1464.589,,,
1434,12/5/2009,1268.074,,,
1435,12/6/2009,1156.702,,,
1436,12/7/2009,1455.825,,,
1437,12/8/2009,1481.535,,,
1438,12/9/2009,1483.992,,,
1439,12/10/2009,1489.374,,,
1440,12/11/2009,1461.257,,,
1441,12/12/2009,1254.666,,,
1442,12/13/2009,1162.139,,,
1443,12/14/2009,1484.333,,,
1444,12/15/2009,1507.038,,,
1445,12/16/2009,1503.558,,,
1446,12/17/2009,1508.703,,,
1447,12/18/2009,1475.024,,,
1448,12/19/2009,1321.729,,,
1449,12/20/2009,1249.403,,,
1450,12/21/2009,1433.996,,,
1451,12/22/2009,1396.681,,,
1452,12/23/2009,1322.786,,,
1453,12/24/2009,1125.067,,,
1454,12/25/2009,1105.464,,,
1455,12/26/2009,1100.908,,,
1456,12/27/2009,1072.47,,,
1457,12/28/2009,1211.791,,,
1458,12/29/2009,1207.905,,,
1459,12/30/2009,1192.196,,,
1460,12/31/2009,1106.467,,,
1461,1/1/2010,1057.372,48.709,,
1462,1/2/2010,1161.042,24.628,,
1463,1/3/2010,1132.069,22.963,,
1464,1/4/2010,1346.25,59.318,,
1465,1/5/2010,1457.374,41.624,,
1466,1/6/2010,1434.055,14.132,,
1467,1/7/2010,1493.432,9.381,,
1468,1/8/2010,1489.44,105.563,,
1469,1/9/2010,1380.071,328.109,,
1470,1/10/2010,1240.762,174.987,,
1471,1/11/2010,1493.487,62.817,,
1472,1/12/2010,1555.338,60.39,,
1473,1/13/2010,1581.387,206.69,,
1474,1/14/2010,1523.656,87.929,,
1475,1/15/2010,1496.913,25.277,,
1476,1/16/2010,1326.306,125.358,,
1477,1/17/2010,1202.899,120.647,,
1478,1/18/2010,1438.143,51.571,,
1479,1/19/2010,1486.586,27.621,,
1480,1/20/2010,1491.812,59.156,,
1481,1/21/2010,1498.586,42.421,,
1482,1/22/2010,1469.011,58.501,,
1483,1/23/2010,1295.687,81.398,,
1484,1/24/2010,1181.073,101.175,,
1485,1/25/2010,1439.729,61.896,,
1486,1/26/2010,1524.658,77.899,,
1487,1/27/2010,1599.297,253.396,,
1488,1/28/2010,1585.269,306.149,,
1489,1/29/2010,1493.02,145.473,,
1490,1/30/2010,1322.933,189.627,,
1491,1/31/2010,1203.635,174.109,,
1492,2/1/2010,1536.453,151.409,,
1493,2/2/2010,1607.625,316.688,,
1494,2/3/2010,1585.581,225.569,,
1495,2/4/2010,1521.671,82.257,,
1496,2/5/2010,1509.085,141.031,,
1497,2/6/2010,1287.804,60.323,,
1498,2/7/2010,1183.454,21.54,,
1499,2/8/2010,1516.012,32,,
1500,2/9/2010,1556.84,24.739,,
1501,2/10/2010,1574.033,69.237,,
1502,2/11/2010,1587.07,174.663,,
1503,2/12/2010,1549.427,116.934,,
1504,2/13/2010,1325.604,29.575,,
1505,2/14/2010,1219.48,5.757,,
1506,2/15/2010,1469.206,20.477,,
1507,2/16/2010,1506.406,58.101,,
1508,2/17/2010,1540.426,79.292,,
1509,2/18/2010,1528.545,76.445,,
1510,2/19/2010,1507.016,119.992,,
1511,2/20/2010,1314.419,204.73,,
1512,2/21/2010,1189.077,86.668,,
1513,2/22/2010,1495.546,158.375,,
1514,2/23/2010,1522.166,125.724,,
1515,2/24/2010,1488.661,94.551,,
1516,2/25/2010,1483.032,185.658,,
1517,2/26/2010,1453.283,197.275,,
1518,2/27/2010,1269.794,259.294,,
1519,2/28/2010,1197.315,280.245,,
1520,3/1/2010,1527.393,360.175,,
1521,3/2/2010,1572.645,173.744,,
1522,3/3/2010,1542.488,117.502,,
1523,3/4/2010,1548.184,78.802,,
1524,3/5/2010,1509.53,101.331,,
1525,3/6/2010,1310.888,184.879,,
1526,3/7/2010,1216.408,62.874,,
1527,3/8/2010,1535.176,29.427,,
1528,3/9/2010,1566.804,44.025,,
1529,3/10/2010,1548.419,82.97,,
1530,3/11/2010,1580.812,39.17,,
1531,3/12/2010,1502.92,159.207,,
1532,3/13/2010,1258.107,300.113,,
1533,3/14/2010,1154.161,339.657,,
1534,3/15/2010,1469.79,176.89,,
1535,3/16/2010,1496.719,91.208,,
1536,3/17/2010,1462.767,116.892,,
1537,3/18/2010,1422.068,104.092,,
1538,3/19/2010,1366.92,185.894,,
1539,3/20/2010,1174.017,213.24,,
1540,3/21/2010,1069.442,169.965,,
1541,3/22/2010,1395.422,36.319,,
1542,3/23/2010,1382.854,88.035,,
1543,3/24/2010,1364.189,101.138,,
1544,3/25/2010,1366.607,94.41,,
1545,3/26/2010,1346.088,113.677,,
1546,3/27/2010,1135.454,155.834,,
1547,3/28/2010,1046.216,167.891,,
1548,3/29/2010,1351.473,69.68,,
1549,3/30/2010,1329.161,137.348,,
1550,3/31/2010,1346.7,199.432,,
1551,4/1/2010,1400.846,234.27,,
1552,4/2/2010,1062.765,115.671,,
1553,4/3/2010,1095.721,115.535,,
1554,4/4/2010,1003.789,118.925,,
1555,4/5/2010,1027.339,87.918,,
1556,4/6/2010,1314.056,72.78,,
1557,4/7/2010,1341.659,110.826,,
1558,4/8/2010,1371.16,61.273,,
1559,4/9/2010,1363.007,86.467,,
1560,4/10/2010,1162.222,90.441,,
1561,4/11/2010,1093.656,112.604,,
1562,4/12/2010,1405.802,133.431,,
1563,4/13/2010,1407.375,62.504,,
1564,4/14/2010,1411.028,96.271,,
1565,4/15/2010,1395.721,58.945,,
1566,4/16/2010,1369.764,127.874,,
1567,4/17/2010,1130.565,76.841,,
1568,4/18/2010,1022.696,34.898,,
1569,4/19/2010,1314.785,41.258,,
1570,4/20/2010,1357.79,138.871,,
1571,4/21/2010,1392.549,235.369,,
1572,4/22/2010,1348.732,70.102,,
1573,4/23/2010,1293.38,30.826,,
1574,4/24/2010,1085.058,35.215,,
1575,4/25/2010,1005.093,90.996,,
1576,4/26/2010,1347.326,96.016,,
1577,4/27/2010,1344.457,74.429,,
1578,4/28/2010,1326.288,28.209,,
1579,4/29/2010,1322.962,66.579,,
1580,4/30/2010,1327.573,196.658,,
1581,5/1/2010,1003.133,71.799,,
1582,5/2/2010,1025.534,38.272,,
1583,5/3/2010,1357.76,42.253,,
